Unnamed: 0,id,usuario,timestamp,localizacao,texto,retweet,geo,coordenadas
87,1172602607103356928,meunomeejorge,2019-09-13 20:07:02,Belo Horizonte - Brasil,"Na hora que a minha cerveja chegou, tinha o meu tio me chamando, a vizinha fofoqueira, pessoal da Cemig. Pedi a cerveja era 14 hrs. Geral deve tá me taxando como alcoólatra.",False,,
88,1172596699652661248,euchamojoao,2019-09-13 19:43:33,"Itaúna, MG - Brazil","Caraio aq perto da praça da Cemig tem uns grafite mó lindo e reparei q tem um da annie e um do gnar, eu amo meu país minas gerais",False,,
89,1172590344648765440,cemig_energia,2019-09-13 19:18:18,Minas Gerais,"É o concerto didático, uma ação que busca mostrar que a cultura pode e deve estar presente na vida das pessoas desde cedo. #energiadacultura #deondevemanossaforça",False,,
90,1172590340676698112,cemig_energia,2019-09-13 19:18:17,Minas Gerais,"Brilho nos olhos de quem, pela 1ª vez, assiste a um concerto de música clássica. Foi o que aconteceu com as mais de 200 crianças e jovens de comunidades carentes levados pela Cemig para um encontro com a Filarmônica de Minas Gerais.  #energiadacultura #deondevemanossaforça https://t.co/mZVn82mgcL",False,,
91,1172574891788439552,Larika__,2019-09-13 18:16:54,"Barreiro, Belo Horizonte",RT @Bianca_Grieer: Ar condicionado da Cemig =Tudo pra mim,False,,
92,1172565067247837184,dnielbh,2019-09-13 17:37:51,Brasil,ainda bem que na cemig tem ar condicionado pq se não eu já tinha praticado um suicídio de levin,False,,
93,1172564247563423745,fabiana_hora,2019-09-13 17:34:36,,torcendo pra n ver o cara da cemig hj,False,,
94,1172562050754723841,cleicimar_vaz,2019-09-13 17:25:52,"Aimorés, Brasil","CEMIG quebrando a paçoca.
Sem energia desde 09:20 😒
Ajuda aí @cemig_energia",False,,
95,1172554827995504640,lcsmourani,2019-09-13 16:57:10,,@cemig_energia devolve minha energia aí... Tenho que pagar roupa ainda.....,False,,
96,1172553310173368325,lcsmourani,2019-09-13 16:51:08,,Faaaz isso não @cemig_energia... não me deixa sem energia nesse calor !!!,False,,
97,1172549715277357056,assexualua,2019-09-13 16:36:51,dancin' with the death,"Lucas: burguesaaaa
Cemig: hmkkkkkk que penah

TEM JEITO DO MEU DIA FICAR PIOR????",False,,
98,1172541908041838592,Bianca_Grieer,2019-09-13 16:05:50,Belory Hills /MG ,Ar condicionado da Cemig =Tudo pra mim,False,,
99,1172533451632889862,caiolebron01,2019-09-13 15:32:14,"Belo Horizonte, MG, Brasil",Essa CEMIG tá de zoação com minha cara,False,,
100,1172533068768452608,LeoAndradeNutri,2019-09-13 15:30:42,,"RT @JaderMonteiro: Atenção CEMIG, COPASA, SKY, VIVO e ITAÚ ... se ficar me enchendo a paciência por causa de dívida, vou para ""confronto"" e…",False,,
101,1172523442295508992,anacarolinaaccv,2019-09-13 14:52:27,"Sete Lagoas, Brasil","RT @_lwite: Namoral , calor é so para quem é rico e pode ir na praia toda hora e ter ar condicionado em casa. Pobre fica tao desgraçado no…",False,,
102,1172498861547511809,lauretpls,2019-09-13 13:14:47,"Santa Catarina, Brasil",RT @joaoo__m: @lauretpls Ce que é linda meu amor amo oc demaisss to com sdd p caralho presidente da cemig,False,,
103,1172498370415476737,joaoo__m,2019-09-13 13:12:50,Noroeste - BH,@lauretpls Ce que é linda meu amor amo oc demaisss to com sdd p caralho presidente da cemig,False,,
104,1172496772213727232,LohKatlyn,2019-09-13 13:06:29,Fora de área ou desligado👽,Aparece uns trem estranho nesse sistema da Cemig que só por dels mkkkj,False,,
105,1172494346249220097,AndrLuizdeMora4,2019-09-13 12:56:50,,"RT @JaderMonteiro: Atenção CEMIG, COPASA, SKY, VIVO e ITAÚ ... se ficar me enchendo a paciência por causa de dívida, vou para ""confronto"" e…",False,,
106,1172483842323701761,Leomardrem,2019-09-13 12:15:06,Minas gerais,@dccsxz A Cemig agradece,False,,
107,1172474259844882432,kobebrasil1,2019-09-13 11:37:01,"Liverpool, England",@tiagosplitter Vou ligar pra Cemig aqui,False,,
108,1172462173307756544,OpsAllie,2019-09-13 10:49:00,"Greater Napanee, Ontario",Cemig do lado da minha casa e não temos luz,False,,
109,1172462090835156992,sobpoesia,2019-09-13 10:48:40,,@cemig_energia aguarda o processo,False,,
110,1172462018391154689,sobpoesia,2019-09-13 10:48:23,,e agora a @cemig_energia  nao veio religar e o prazo de 24 hrs ja acabou,False,,
111,1172461839931904001,sobpoesia,2019-09-13 10:47:40,,"alem da @cemig_energia oferecer o serviço mais bosta e caro de energia, deixou minha avo que é acamada por dois dias sem luz quando a merda da conta ja tava paga",False,,
112,1172461483889967104,sobpoesia,2019-09-13 10:46:15,,oi cemig vc tem 15minutos pra religar a luz da minha casa pra não receber umas 17 ligações  pistola,False,,
113,1172458367085895680,emanu_exe,2019-09-13 10:33:52,cefet-mg,"@sararcantao pse menina, da petrobras até ali na praça da cemig mais ou menos
to pensando num jeito de fugir aq já",False,,
114,1172449594694754306,jornalmoc,2019-09-13 09:59:01,Montes Claros - Brasil,Montes Claros - Nesta sexta (13/09) haverá manutenção da Cemig em bairros de Montes Claros - https://t.co/APCmjm1Aad https://t.co/6jS5IHHgnQ,False,,
115,1172442381381013514,Transito98FM,2019-09-13 09:30:21,"Belo Horizonte, Minas Gerais","#RotaAutoTruck |  Atraso na desmontagem da passarela do bairro Amazonas, complicam o trânsito da Cardeal e BR 381.  No sentido Betim a retenção já passa da praça da Cemig, no sentido BH, a retenção já chega na Petrobras. #Rota98 #fiqueLivreDoTrânsito",False,,
116,1172421956269821952,TickerReport,2019-09-13 08:09:11,Virginia,Head to Head Review: CEMIG $CIG and Portland General Electric $POR https://t.co/BiysU9zkVD,False,,
117,1172367732924276738,cibafigueira,2019-09-13 04:33:43,,"essa cemig deve tá de brincadeira com a nossa cara, sério, não tem como pqp quase 2:00 e eu sem dormir",False,,
118,1172366398992965632,joalinluv,2019-09-13 04:28:25,mg squad,"@breathnoshidal eu posso fzr mo mas acabou de acabar a luz toda da minha rua DENOVO e eu tenho q economizar bateria e 3G

só aproveitando: VAI SE FUDER CEMIG",False,,
119,1172360273753100288,cargarcezc,2019-09-13 04:04:05,,"vei q saco CEMIG vai se fuder sério, nn é POSSÍVEL um trem desse, tav estudando de boa e cai a luz de rudo de novo",False,,
